"V_IDX","I_IDX","option_id","M_IDX","is_MF","is_OR","is_Commercial","is_Industrial","is_Institutional","is_Lodging","is_Mixed","is_Office","is_Special","is_Other","type","hh_init","ws_init","hh_cap","ws_cap","bid_logsum","intdens_N","pct_water","pct_sewer","pct_transit","avg_slope","pct_steep","elevation"
1,1,1.1,1,0,0,0,0,0,0,0,0,0,0,"Residential",408.55106888361,0,926.420238171111,0,15.5395,0.245261654760669,0,0,0,0.21628735691984,0.0663082437275986,0.474864936329283
2,1,1.2,1,1,0,0,0,0,0,0,0,0,0,"Residential",0,0,0,0,7.32189,0.245261654760669,0,0,0,0.21628735691984,0.0663082437275986,0.474864936329283
3,1,1.3,1,0,1,1,0,0,0,0,0,0,0,"Residential",91.4489311163895,0,207.367320753417,0,4.10145,0.245261654760669,0,0,0,0.21628735691984,0.0663082437275986,0.474864936329283
4,1,1.4,2,0,0,0,1,0,0,0,0,0,0,"Industrial",0,7.00000000000023,0,98.3744882346216,11.189,0.245261654760669,0,0,0,0.21628735691984,0.0663082437275986,0.474864936329283
5,1,1.5,2,0,0,0,0,0,0,0,0,0,0,"Commercial",0,0,0,98.0515165152546,13.1048,0.245261654760669,0,0,0,0.21628735691984,0.0663082437275986,0.474864936329283
6,1,1.6,2,0,0,0,0,0,1,0,0,0,0,"Lodging",0,0,0,36.7057228171288,15.2582,0.245261654760669,0,0,0,0.21628735691984,0.0663082437275986,0.474864936329283
7,1,1.7,2,0,0,0,0,0,0,0,1,0,0,"Office",0,0,0,0,12.6676,0.245261654760669,0,0,0,0.21628735691984,0.0663082437275986,0.474864936329283
8,1,1.8,2,0,0,0,0,0,0,1,0,0,1,"Mixed",0,122,0,114.400000000043,12.4262,0.245261654760669,0,0,0,0.21628735691984,0.0663082437275986,0.474864936329283
9,1,1.9,2,0,0,0,0,1,0,0,0,0,1,"Institutional",0,2.99999999999989,0,126.167433622237,15.0855,0.245261654760669,0,0,0,0.21628735691984,0.0663082437275986,0.474864936329283
10,1,2,2,0,0,0,0,0,0,0,0,1,1,"Special",0,0,0,0,11.3735,0.245261654760669,0,0,0,0.21628735691984,0.0663082437275986,0.474864936329283
1,2,2.1,1,0,0,0,0,0,0,0,0,0,0,"Residential",266.691699604743,0,700.26356184048,0,15.7911,0.22591981149083,0,0,0,0.242948041374158,0.0857664233576642,0.459953824895275
2,2,2.2,1,1,0,0,0,0,0,0,0,0,0,"Residential",22.6778656126482,0,59.5462212449388,0,7.48027,0.22591981149083,0,0,0,0.242948041374158,0.0857664233576642,0.459953824895275
3,2,2.3,1,0,1,1,0,0,0,0,0,0,0,"Residential",169.630434782609,0,445.405734912142,0,4.27609,0.22591981149083,0,0,0,0.242948041374158,0.0857664233576642,0.459953824895275
4,2,2.4,2,0,0,0,1,0,0,0,0,0,0,"Industrial",0,0,0,528.388567704918,11.2064,0.22591981149083,0,0,0,0.242948041374158,0.0857664233576642,0.459953824895275
5,2,2.5,2,0,0,0,0,0,0,0,0,0,0,"Commercial",0,11.000000000006,0,284.641133651444,13.1784,0.22591981149083,0,0,0,0.242948041374158,0.0857664233576642,0.459953824895275
6,2,2.6,2,0,0,0,0,0,1,0,0,0,0,"Lodging",0,0,0,0,15.3001,0.22591981149083,0,0,0,0.242948041374158,0.0857664233576642,0.459953824895275
7,2,2.7,2,0,0,0,0,0,0,0,1,0,0,"Office",0,0,0,0,12.7094,0.22591981149083,0,0,0,0.242948041374158,0.0857664233576642,0.459953824895275
8,2,2.8,2,0,0,0,0,0,0,1,0,0,1,"Mixed",0,95.0000000000096,0,30.4347826191957,12.4711,0.22591981149083,0,0,0,0.242948041374158,0.0857664233576642,0.459953824895275
9,2,2.9,2,0,0,0,0,1,0,0,0,0,1,"Institutional",0,10.0000000000007,0,778.649284044104,15.1248,0.22591981149083,0,0,0,0.242948041374158,0.0857664233576642,0.459953824895275
10,2,3,2,0,0,0,0,0,0,0,0,1,1,"Special",0,58.9999999999838,0,446328.788406489,11.3867,0.22591981149083,0,0,0,0.242948041374158,0.0857664233576642,0.459953824895275
1,3,3.1,1,0,0,0,0,0,0,0,0,0,0,"Residential",254.415954415954,0,254.415954415954,0,15.7634,0.22591981403503,0,0,0,0.235382625254448,0.0402684563758389,0.463943547468742
2,3,3.2,1,1,0,0,0,0,0,0,0,0,0,"Residential",24.9002849002849,0,24.9002849002849,0,7.50011,0.22591981403503,0,0,0,0.235382625254448,0.0402684563758389,0.463943547468742
3,3,3.3,1,0,1,1,0,0,0,0,0,0,0,"Residential",100.683760683761,0,100.683760683761,0,4.30908,0.22591981403503,0,0,0,0.235382625254448,0.0402684563758389,0.463943547468742
4,3,3.4,2,0,0,0,1,0,0,0,0,0,0,"Industrial",0,9.0000000000013,0,0,11.2054,0.22591981403503,0,0,0,0.235382625254448,0.0402684563758389,0.463943547468742
5,3,3.5,2,0,0,0,0,0,0,0,0,0,0,"Commercial",0,1.99999999999993,0,1135.47448784876,13.1758,0.22591981403503,0,0,0,0.235382625254448,0.0402684563758389,0.463943547468742
6,3,3.6,2,0,0,0,0,0,1,0,0,0,0,"Lodging",0,0,0,0,15.2484,0.22591981403503,0,0,0,0.235382625254448,0.0402684563758389,0.463943547468742
7,3,3.7,2,0,0,0,0,0,0,0,1,0,0,"Office",0,0,0,0,12.6802,0.22591981403503,0,0,0,0.235382625254448,0.0402684563758389,0.463943547468742
8,3,3.8,2,0,0,0,0,0,0,1,0,0,1,"Mixed",0,63.0000000000002,0,46.4000000003111,12.4488,0.22591981403503,0,0,0,0.235382625254448,0.0402684563758389,0.463943547468742
9,3,3.9,2,0,0,0,0,1,0,0,0,0,1,"Institutional",0,12.9999999999986,0,755.796594123304,15.0728,0.22591981403503,0,0,0,0.235382625254448,0.0402684563758389,0.463943547468742
10,3,4,2,0,0,0,0,0,0,0,0,1,1,"Special",0,0,0,0,11.3653,0.22591981403503,0,0,0,0.235382625254448,0.0402684563758389,0.463943547468742
1,4,4.1,1,0,0,0,0,0,0,0,0,0,0,"Residential",294,0,689.057034954293,0,15.7892,0.225919812876235,0,0,0,0.256726132550752,0.142533936651584,0.455161420705912
2,4,4.2,1,1,0,0,0,0,0,0,0,0,0,"Residential",25,0,58.593285285229,0,7.47868,0.225919812876235,0,0,0,0.256726132550752,0.142533936651584,0.455161420705912
3,4,4.3,1,0,1,1,0,0,0,0,0,0,0,"Residential",187,0,438.277773933513,0,4.27419,0.225919812876235,0,0,0,0.256726132550752,0.142533936651584,0.455161420705912
4,4,4.4,2,0,0,0,1,0,0,0,0,0,0,"Industrial",0,5.00000000000009,0,125.054794520529,11.2087,0.225919812876235,0,0,0,0.256726132550752,0.142533936651584,0.455161420705912
5,4,4.5,2,0,0,0,0,0,0,0,0,0,0,"Commercial",0,1.00000000000001,0,1989.0564848517,13.1897,0.225919812876235,0,0,0,0.256726132550752,0.142533936651584,0.455161420705912
6,4,4.6,2,0,0,0,0,0,1,0,0,0,0,"Lodging",0,0,0,0,15.2573,0.225919812876235,0,0,0,0.256726132550752,0.142533936651584,0.455161420705912
7,4,4.7,2,0,0,0,0,0,0,0,1,0,0,"Office",0,0,0,36.3235143753493,12.688,0.225919812876235,0,0,0,0.256726132550752,0.142533936651584,0.455161420705912
8,4,4.8,2,0,0,0,0,0,0,1,0,0,1,"Mixed",0,157,0,12.260273972601,12.4573,0.225919812876235,0,0,0,0.256726132550752,0.142533936651584,0.455161420705912
9,4,4.9,2,0,0,0,0,1,0,0,0,0,1,"Institutional",0,15.9999999999994,0,928.674117308975,15.0807,0.225919812876235,0,0,0,0.256726132550752,0.142533936651584,0.455161420705912
10,4,5,2,0,0,0,0,0,0,0,0,1,1,"Special",0,0,0,0,11.3681,0.225919812876235,0,0,0,0.256726132550752,0.142533936651584,0.455161420705912
1,5,5.1,1,0,0,0,0,0,0,0,0,0,0,"Residential",228.018957345972,0,602.388882258335,0,16.2324,0.261771857094214,0.0938821263943578,0.0321591277108917,0.0766096631852508,0.185012734369275,0.0021551724137931,0.474032647491408
2,5,5.2,1,1,0,0,0,0,0,0,0,0,0,"Residential",11.0331753554502,0,29.1478491415324,0,7.80088,0.261771857094214,0.0938821263943578,0.0321591277108917,0.0766096631852508,0.185012734369275,0.0021551724137931,0.474032647491408
3,5,5.3,1,0,1,1,0,0,0,0,0,0,0,"Residential",148.947867298578,0,393.495963410687,0,4.59648,0.261771857094214,0.0938821263943578,0.0321591277108917,0.0766096631852508,0.185012734369275,0.0021551724137931,0.474032647491408
4,5,5.4,2,0,0,0,1,0,0,0,0,0,0,"Industrial",0,141.999999999973,0,1548.70940900904,11.3601,0.261771857094214,0.0938821263943578,0.0321591277108917,0.0766096631852508,0.185012734369275,0.0021551724137931,0.474032647491408
5,5,5.5,2,0,0,0,0,0,0,0,0,0,0,"Commercial",0,86.0000000000088,0,1142.68256242764,13.7234,0.261771857094214,0.0938821263943578,0.0321591277108917,0.0766096631852508,0.185012734369275,0.0021551724137931,0.474032647491408
6,5,5.6,2,0,0,0,0,0,1,0,0,0,0,"Lodging",0,0,0,0,15.7306,0.261771857094214,0.0938821263943578,0.0321591277108917,0.0766096631852508,0.185012734369275,0.0021551724137931,0.474032647491408
7,5,5.7,2,0,0,0,0,0,0,0,1,0,0,"Office",0,117.000000000008,0,979.311146929008,13.0748,0.261771857094214,0.0938821263943578,0.0321591277108917,0.0766096631852508,0.185012734369275,0.0021551724137931,0.474032647491408
8,5,5.8,2,0,0,0,0,0,0,1,0,0,1,"Mixed",0,213.000000000008,0,101.242603538141,12.8567,0.261771857094214,0.0938821263943578,0.0321591277108917,0.0766096631852508,0.185012734369275,0.0021551724137931,0.474032647491408
9,5,5.9,2,0,0,0,0,1,0,0,0,0,1,"Institutional",0,32.0000000000022,0,635.424517295639,15.5261,0.261771857094214,0.0938821263943578,0.0321591277108917,0.0766096631852508,0.185012734369275,0.0021551724137931,0.474032647491408
10,5,6,2,0,0,0,0,0,0,0,0,1,1,"Special",0,0,0,0,11.5603,0.261771857094214,0.0938821263943578,0.0321591277108917,0.0766096631852508,0.185012734369275,0.0021551724137931,0.474032647491408
1,6,6.1,1,0,0,0,0,0,0,0,0,0,0,"Residential",285.857697283312,0,916.219497325477,0,16.1443,0.261771856472943,0.00476855654072845,0.0231212406382938,0.00370829187549462,0.2238373825559,0.00873362445414847,0.472925851879487
2,6,6.2,1,1,0,0,0,0,0,0,0,0,0,"Residential",46.7606727037516,0,149.875411599538,0,7.91159,0.261771856472943,0.00476855654072845,0.0231212406382938,0.00370829187549462,0.2238373825559,0.00873362445414847,0.472925851879487
3,6,6.3,1,0,1,1,0,0,0,0,0,0,0,"Residential",8.38163001293661,0,26.8644605697285,0,4.80273,0.261771856472943,0.00476855654072845,0.0231212406382938,0.00370829187549462,0.2238373825559,0.00873362445414847,0.472925851879487
4,6,6.4,2,0,0,0,1,0,0,0,0,0,0,"Industrial",0,6.00000000000256,0,284.110162242983,11.4065,0.261771856472943,0.00476855654072845,0.0231212406382938,0.00370829187549462,0.2238373825559,0.00873362445414847,0.472925851879487
5,6,6.5,2,0,0,0,0,0,0,0,0,0,0,"Commercial",0,20.9999999999944,0,346.078072148125,13.8725,0.261771856472943,0.00476855654072845,0.0231212406382938,0.00370829187549462,0.2238373825559,0.00873362445414847,0.472925851879487
6,6,6.6,2,0,0,0,0,0,1,0,0,0,0,"Lodging",0,0,0,0,15.6707,0.261771856472943,0.00476855654072845,0.0231212406382938,0.00370829187549462,0.2238373825559,0.00873362445414847,0.472925851879487
7,6,6.7,2,0,0,0,0,0,0,0,1,0,0,"Office",0,0,0,0,13.059,0.261771856472943,0.00476855654072845,0.0231212406382938,0.00370829187549462,0.2238373825559,0.00873362445414847,0.472925851879487
8,6,6.8,2,0,0,0,0,0,0,1,0,0,1,"Mixed",0,75.000000000003,0,22.3125000000383,12.8833,0.261771856472943,0.00476855654072845,0.0231212406382938,0.00370829187549462,0.2238373825559,0.00873362445414847,0.472925851879487
9,6,6.9,2,0,0,0,0,1,0,0,0,0,1,"Institutional",0,0,0,0,15.4416,0.261771856472943,0.00476855654072845,0.0231212406382938,0.00370829187549462,0.2238373825559,0.00873362445414847,0.472925851879487
10,6,7,2,0,0,0,0,0,0,0,0,1,1,"Special",0,0,0,0,11.5183,0.261771856472943,0.00476855654072845,0.0231212406382938,0.00370829187549462,0.2238373825559,0.00873362445414847,0.472925851879487
1,7,7.1,1,0,0,0,0,0,0,0,0,0,0,"Residential",67.901681759379,0,190.708134490685,0,16.1922,0.26177185590181,0.0113295305092733,0.242828625243593,0,0.261535035509827,0.165217391304348,0.45994068752407
2,7,7.2,1,1,0,0,0,0,0,0,0,0,0,"Residential",11.1073738680466,0,31.1960837284145,0,7.95726,0.26177185590181,0.0113295305092733,0.242828625243593,0,0.261535035509827,0.165217391304348,0.45994068752407
3,7,7.3,1,0,1,1,0,0,0,0,0,0,0,"Residential",1.99094437257439,0,5.59175085697995,0,4.85047,0.26177185590181,0.0113295305092733,0.242828625243593,0,0.261535035509827,0.165217391304348,0.45994068752407
4,7,7.4,2,0,0,0,1,0,0,0,0,0,0,"Industrial",0,0,0,721.738559716628,11.1983,0.26177185590181,0.0113295305092733,0.242828625243593,0,0.261535035509827,0.165217391304348,0.45994068752407
5,7,7.5,2,0,0,0,0,0,0,0,0,0,0,"Commercial",0,0,0,0,13.1371,0.26177185590181,0.0113295305092733,0.242828625243593,0,0.261535035509827,0.165217391304348,0.45994068752407
6,7,7.6,2,0,0,0,0,0,1,0,0,0,0,"Lodging",0,0,0,0,15.3926,0.26177185590181,0.0113295305092733,0.242828625243593,0,0.261535035509827,0.165217391304348,0.45994068752407
7,7,7.7,2,0,0,0,0,0,0,0,1,0,0,"Office",0,0,0,193.547564242839,12.7569,0.26177185590181,0.0113295305092733,0.242828625243593,0,0.261535035509827,0.165217391304348,0.45994068752407
8,7,7.8,2,0,0,0,0,0,0,1,0,0,1,"Mixed",0,31,0,0,12.4994,0.26177185590181,0.0113295305092733,0.242828625243593,0,0.261535035509827,0.165217391304348,0.45994068752407
9,7,7.9,2,0,0,0,0,1,0,0,0,0,1,"Institutional",0,0,0,168.63618536,15.2225,0.26177185590181,0.0113295305092733,0.242828625243593,0,0.261535035509827,0.165217391304348,0.45994068752407
10,7,8,2,0,0,0,0,0,0,0,0,1,1,"Special",0,0,0,6957.80838214362,11.4295,0.26177185590181,0.0113295305092733,0.242828625243593,0,0.261535035509827,0.165217391304348,0.45994068752407
1,8,8.1,1,0,0,0,0,0,0,0,0,0,0,"Residential",169.335058214748,0,345.8935353062,0,16.1646,0.261771857495934,0.054406629473582,0.693888311864145,0.113434104439441,0.188189234306994,0.072202166064982,0.470923386265941
2,8,8.2,1,1,0,0,0,0,0,0,0,0,0,"Residential",27.6998706338939,0,56.5813499111994,0,7.93141,0.261771857495934,0.054406629473582,0.693888311864145,0.113434104439441,0.188189234306994,0.072202166064982,0.470923386265941
3,8,8.3,1,0,1,1,0,0,0,0,0,0,0,"Residential",4.96507115135834,0,10.1419400784225,0,4.82302,0.261771857495934,0.054406629473582,0.693888311864145,0.113434104439441,0.188189234306994,0.072202166064982,0.470923386265941
4,8,8.4,2,0,0,0,1,0,0,0,0,0,0,"Industrial",0,9.00000000000741,0,62.423728878065,11.4942,0.261771857495934,0.054406629473582,0.693888311864145,0.113434104439441,0.188189234306994,0.072202166064982,0.470923386265941
5,8,8.5,2,0,0,0,0,0,0,0,0,0,0,"Commercial",0,785.999999999982,0,3603.09977373047,14.1009,0.261771857495934,0.054406629473582,0.693888311864145,0.113434104439441,0.188189234306994,0.072202166064982,0.470923386265941
6,8,8.6,2,0,0,0,0,0,1,0,0,0,0,"Lodging",0,0,0,0,15.9699,0.261771857495934,0.054406629473582,0.693888311864145,0.113434104439441,0.188189234306994,0.072202166064982,0.470923386265941
7,8,8.7,2,0,0,0,0,0,0,0,1,0,0,"Office",0,7.00000000000166,0,128.223463206451,13.2809,0.261771857495934,0.054406629473582,0.693888311864145,0.113434104439441,0.188189234306994,0.072202166064982,0.470923386265941
8,8,8.8,2,0,0,0,0,0,0,1,0,0,1,"Mixed",0,87.000000000009,0,27.9830508501648,13.1005,0.261771857495934,0.054406629473582,0.693888311864145,0.113434104439441,0.188189234306994,0.072202166064982,0.470923386265941
9,8,8.9,2,0,0,0,0,1,0,0,0,0,1,"Institutional",0,0,0,767.116621861473,15.7311,0.261771857495934,0.054406629473582,0.693888311864145,0.113434104439441,0.188189234306994,0.072202166064982,0.470923386265941
10,8,9,2,0,0,0,0,0,0,0,0,1,1,"Special",0,0,0,0,11.6724,0.261771857495934,0.054406629473582,0.693888311864145,0.113434104439441,0.188189234306994,0.072202166064982,0.470923386265941
1,9,9.1,1,0,0,0,0,0,0,0,0,0,0,"Residential",664.165839126117,0,987.979272105712,0,16.1387,0.532311768271195,0.000819876899264381,0.799436188178658,0.143042429509932,0.162892283267638,0.00797607178464606,0.488172553719172
2,9,9.2,1,1,0,0,0,0,0,0,0,0,0,"Residential",267.035749751738,0,397.22877950642,0,7.81044,0.532311768271195,0.000819876899264381,0.799436188178658,0.143042429509932,0.162892283267638,0.00797607178464606,0.488172553719172
3,9,9.3,1,0,1,1,0,0,0,0,0,0,0,"Residential",53.798411122145,0,80.027776091037,0,4.61532,0.532311768271195,0.000819876899264381,0.799436188178658,0.143042429509932,0.162892283267638,0.00797607178464606,0.488172553719172
4,9,9.4,2,0,0,0,1,0,0,0,0,0,0,"Industrial",0,28.0000000000006,0,38.3929315055975,11.4285,0.532311768271195,0.000819876899264381,0.799436188178658,0.143042429509932,0.162892283267638,0.00797607178464606,0.488172553719172
5,9,9.5,2,0,0,0,0,0,0,0,0,0,0,"Commercial",0,1064.99999999999,0,4469.08638849948,13.9376,0.532311768271195,0.000819876899264381,0.799436188178658,0.143042429509932,0.162892283267638,0.00797607178464606,0.488172553719172
6,9,9.6,2,0,0,0,0,0,1,0,0,0,0,"Lodging",0,8.00000000000023,0,96.6872549466908,15.5579,0.532311768271195,0.000819876899264381,0.799436188178658,0.143042429509932,0.162892283267638,0.00797607178464606,0.488172553719172
7,9,9.7,2,0,0,0,0,0,0,0,1,0,0,"Office",0,193.000000000004,0,1551.45519404106,13.0076,0.532311768271195,0.000819876899264381,0.799436188178658,0.143042429509932,0.162892283267638,0.00797607178464606,0.488172553719172
8,9,9.8,2,0,0,0,0,0,0,1,0,0,1,"Mixed",0,445.000000000004,0,489.777242060379,12.8653,0.532311768271195,0.000819876899264381,0.799436188178658,0.143042429509932,0.162892283267638,0.00797607178464606,0.488172553719172
9,9,9.9,2,0,0,0,0,1,0,0,0,0,1,"Institutional",0,222.000000000006,0,1681.14939312572,15.3071,0.532311768271195,0.000819876899264381,0.799436188178658,0.143042429509932,0.162892283267638,0.00797607178464606,0.488172553719172
10,9,10,2,0,0,0,0,0,0,0,0,1,1,"Special",0,0,0,0,11.4518,0.532311768271195,0.000819876899264381,0.799436188178658,0.143042429509932,0.162892283267638,0.00797607178464606,0.488172553719172
1,10,10.1,1,0,0,0,0,0,0,0,0,0,0,"Residential",250.649417852523,0,389.183323269093,0,16.299,0.265355030543117,0.776265196286109,1,0.00389543036022189,0.155322268765764,0.00284900284900285,0.477517009364407
2,10,10.2,1,1,0,0,0,0,0,0,0,0,0,"Residential",41.0012936610608,0,63.6627041150059,0,8.06658,0.265355030543117,0.776265196286109,1,0.00389543036022189,0.155322268765764,0.00284900284900285,0.477517009364407
3,10,10.3,1,0,1,1,0,0,0,0,0,0,0,"Residential",7.34928848641656,0,11.4112394168407,0,4.95714,0.265355030543117,0.776265196286109,1,0.00389543036022189,0.155322268765764,0.00284900284900285,0.477517009364407
4,10,10.4,2,0,0,0,1,0,0,0,0,0,0,"Industrial",0,0,0,34.4011070821705,11.5914,0.265355030543117,0.776265196286109,1,0.00389543036022189,0.155322268765764,0.00284900284900285,0.477517009364407
5,10,10.5,2,0,0,0,0,0,0,0,0,0,0,"Commercial",0,0,0,0,14.3482,0.265355030543117,0.776265196286109,1,0.00389543036022189,0.155322268765764,0.00284900284900285,0.477517009364407
6,10,10.6,2,0,0,0,0,0,1,0,0,0,0,"Lodging",0,0,0,6.47514284664677,15.8406,0.265355030543117,0.776265196286109,1,0.00389543036022189,0.155322268765764,0.00284900284900285,0.477517009364407
7,10,10.7,2,0,0,0,0,0,0,0,1,0,0,"Office",0,0,0,0,13.2333,0.265355030543117,0.776265196286109,1,0.00389543036022189,0.155322268765764,0.00284900284900285,0.477517009364407
8,10,10.8,2,0,0,0,0,0,0,1,0,0,1,"Mixed",0,41.0000000000027,0,3.88888888888896,13.1443,0.265355030543117,0.776265196286109,1,0.00389543036022189,0.155322268765764,0.00284900284900285,0.477517009364407
9,10,10.9,2,0,0,0,0,1,0,0,0,0,1,"Institutional",0,14.9999999999973,0,1296.47573103306,15.5348,0.265355030543117,0.776265196286109,1,0.00389543036022189,0.155322268765764,0.00284900284900285,0.477517009364407
10,10,11,2,0,0,0,0,0,0,0,0,1,1,"Special",0,0,0,0,11.5728,0.265355030543117,0.776265196286109,1,0.00389543036022189,0.155322268765764,0.00284900284900285,0.477517009364407
1,11,11.1,1,0,0,0,0,0,0,0,0,0,0,"Residential",316.502115655853,0,553.179525269199,0,16.3384,0.249485305862881,0.205831478266737,0.722469379822302,0.0047456232341007,0.215647950702553,0.0491803278688525,0.459707189233359
2,11,11.2,1,1,0,0,0,0,0,0,0,0,0,"Residential",21.6276445698166,0,37.8006008933953,0,7.99005,0.249485305862881,0.205831478266737,0.722469379822302,0.0047456232341007,0.215647950702553,0.0491803278688525,0.459707189233359
3,11,11.3,1,0,1,1,0,0,0,0,0,0,0,"Residential",35.87023977433,0,62.6936795305093,0,4.83343,0.249485305862881,0.205831478266737,0.722469379822302,0.0047456232341007,0.215647950702553,0.0491803278688525,0.459707189233359
4,11,11.4,2,0,0,0,1,0,0,0,0,0,0,"Industrial",0,10.0000000000002,0,6354.79462561282,11.3679,0.249485305862881,0.205831478266737,0.722469379822302,0.0047456232341007,0.215647950702553,0.0491803278688525,0.459707189233359
5,11,11.5,2,0,0,0,0,0,0,0,0,0,0,"Commercial",0,0,0,0,13.7488,0.249485305862881,0.205831478266737,0.722469379822302,0.0047456232341007,0.215647950702553,0.0491803278688525,0.459707189233359
6,11,11.6,2,0,0,0,0,0,1,0,0,0,0,"Lodging",0,0,0,0,15.7158,0.249485305862881,0.205831478266737,0.722469379822302,0.0047456232341007,0.215647950702553,0.0491803278688525,0.459707189233359
7,11,11.7,2,0,0,0,0,0,0,0,1,0,0,"Office",0,3.99999999999994,0,54.0431359882533,13.0714,0.249485305862881,0.205831478266737,0.722469379822302,0.0047456232341007,0.215647950702553,0.0491803278688525,0.459707189233359
8,11,11.8,2,0,0,0,0,0,0,1,0,0,1,"Mixed",0,101,0,8.86815920468256,12.8606,0.249485305862881,0.205831478266737,0.722469379822302,0.0047456232341007,0.215647950702553,0.0491803278688525,0.459707189233359
9,11,11.9,2,0,0,0,0,1,0,0,0,0,1,"Institutional",0,0,0,140.102828380536,15.5098,0.249485305862881,0.205831478266737,0.722469379822302,0.0047456232341007,0.215647950702553,0.0491803278688525,0.459707189233359
10,11,12,2,0,0,0,0,0,0,0,0,1,1,"Special",0,0,0,768.29287197431,11.5518,0.249485305862881,0.205831478266737,0.722469379822302,0.0047456232341007,0.215647950702553,0.0491803278688525,0.459707189233359
1,12,12.1,1,0,0,0,0,0,0,0,0,0,0,"Residential",310.498579527312,0,315.765107272281,0,16.3784,0.240347166860074,0.000170027944534275,1,0.0652608258151399,0.155709617215292,0.0292553191489362,0.481645993842632
2,12,12.2,1,1,0,0,0,0,0,0,0,0,0,"Residential",22.0158505410934,0,22.3892728217372,0,8.0622,0.240347166860074,0.000170027944534275,1,0.0652608258151399,0.155709617215292,0.0292553191489362,0.481645993842632
3,12,12.3,1,0,1,1,0,0,0,0,0,0,0,"Residential",34.4855699315947,0,35.0704976021892,0,4.90521,0.240347166860074,0.000170027944534275,1,0.0652608258151399,0.155709617215292,0.0292553191489362,0.481645993842632
4,12,12.4,2,0,0,0,1,0,0,0,0,0,0,"Industrial",0,854.999999999962,0,2590.24636416982,11.8037,0.240347166860074,0.000170027944534275,1,0.0652608258151399,0.155709617215292,0.0292553191489362,0.481645993842632
5,12,12.5,2,0,0,0,0,0,0,0,0,0,0,"Commercial",0,35.0000000000136,0,405.210112439904,14.7865,0.240347166860074,0.000170027944534275,1,0.0652608258151399,0.155709617215292,0.0292553191489362,0.481645993842632
6,12,12.6,2,0,0,0,0,0,1,0,0,0,0,"Lodging",0,0,0,0,16.0882,0.240347166860074,0.000170027944534275,1,0.0652608258151399,0.155709617215292,0.0292553191489362,0.481645993842632
7,12,12.7,2,0,0,0,0,0,0,0,1,0,0,"Office",0,25.0000000000081,0,584.095668394084,13.4225,0.240347166860074,0.000170027944534275,1,0.0652608258151399,0.155709617215292,0.0292553191489362,0.481645993842632
8,12,12.8,2,0,0,0,0,0,0,1,0,0,1,"Mixed",0,90.0000000000161,0,8.39053803641038,13.4206,0.240347166860074,0.000170027944534275,1,0.0652608258151399,0.155709617215292,0.0292553191489362,0.481645993842632
9,12,12.9,2,0,0,0,0,1,0,0,0,0,1,"Institutional",0,0,0,40.0407036449555,15.6667,0.240347166860074,0.000170027944534275,1,0.0652608258151399,0.155709617215292,0.0292553191489362,0.481645993842632
10,12,13,2,0,0,0,0,0,0,0,0,1,1,"Special",0,0,0,0,11.6646,0.240347166860074,0.000170027944534275,1,0.0652608258151399,0.155709617215292,0.0292553191489362,0.481645993842632
1,13,13.1,1,0,0,0,0,0,0,0,0,0,0,"Residential",94.0331491712707,0,190.142986740785,0,16.3308,0.240347217352807,0.00272756342232816,0.729311038416013,0,0.2124393624836,0.04,0.459108326904366
2,13,13.2,1,1,0,0,0,0,0,0,0,0,0,"Residential",16.353591160221,0,33.0683455201366,0,7.81193,0.240347217352807,0.00272756342232816,0.729311038416013,0,0.2124393624836,0.04,0.459108326904366
3,13,13.3,1,0,1,1,0,0,0,0,0,0,0,"Residential",74.6132596685083,0,150.874326435623,0,4.57702,0.240347217352807,0.00272756342232816,0.729311038416013,0,0.2124393624836,0.04,0.459108326904366
4,13,13.4,2,0,0,0,1,0,0,0,0,0,0,"Industrial",0,15.0000000000028,0,1373.01032760391,11.2766,0.240347217352807,0.00272756342232816,0.729311038416013,0,0.2124393624836,0.04,0.459108326904366
5,13,13.5,2,0,0,0,0,0,0,0,0,0,0,"Commercial",0,0,0,2947.09156699974,13.4491,0.240347217352807,0.00272756342232816,0.729311038416013,0,0.2124393624836,0.04,0.459108326904366
6,13,13.6,2,0,0,0,0,0,1,0,0,0,0,"Lodging",0,0,0,247.341712995824,15.4947,0.240347217352807,0.00272756342232816,0.729311038416013,0,0.2124393624836,0.04,0.459108326904366
7,13,13.7,2,0,0,0,0,0,0,0,1,0,0,"Office",0,0,0,0,12.8801,0.240347217352807,0.00272756342232816,0.729311038416013,0,0.2124393624836,0.04,0.459108326904366
8,13,13.8,2,0,0,0,0,0,0,1,0,0,1,"Mixed",0,59.0000000000014,0,3.69696969696971,12.6524,0.240347217352807,0.00272756342232816,0.729311038416013,0,0.2124393624836,0.04,0.459108326904366
9,13,13.9,2,0,0,0,0,1,0,0,0,0,1,"Institutional",0,47.9999999999958,0,14748.3624972962,15.3052,0.240347217352807,0.00272756342232816,0.729311038416013,0,0.2124393624836,0.04,0.459108326904366
10,13,14,2,0,0,0,0,0,0,0,0,1,1,"Special",0,0,0,87081.459010458,11.4573,0.240347217352807,0.00272756342232816,0.729311038416013,0,0.2124393624836,0.04,0.459108326904366
1,14,14.1,1,0,0,0,0,0,0,0,0,0,0,"Residential",302.774436090226,0,525.547176976488,0,16.5026,0.372036337799691,0.148170350419842,1,0.0277077511918611,0.190423941181412,0.0524109014675052,0.494405330115429
