"V_IDX","I_IDX","option_id","M_IDX","is_MF","is_OR","is_Commercial","is_Industrial","is_Institutional","is_Lodging","is_Mixed","is_Office","is_Special","is_Other","type","hh_init","ws_init","hh_cap","ws_cap","bid_logsum","intdens_N","pct_water","pct_sewer","pct_transit","avg_slope","pct_steep","elevation"
3,48,48.3,1,0,1,1,0,0,0,0,0,0,0,"Residential",57.0700934579439,0,119.476269481245,0,4.65164,0.237802735396426,0.000396720464370425,1,0.0223272251933823,0.260703536961787,0.262575452716298,0.632738337989604
4,48,48.4,2,0,0,0,1,0,0,0,0,0,0,"Industrial",0,71.7692307710092,0,76.0222222563018,11.1799,0.237802735396426,0.000396720464370425,1,0.0223272251933823,0.260703536961787,0.262575452716298,0.632738337989604
5,48,48.5,2,0,0,0,0,0,0,0,0,0,0,"Commercial",0,0,0,15.7898873138865,13.0599,0.237802735396426,0.000396720464370425,1,0.0223272251933823,0.260703536961787,0.262575452716298,0.632738337989604
6,48,48.6,2,0,0,0,0,0,1,0,0,0,0,"Lodging",0,0,0,0,15.2805,0.237802735396426,0.000396720464370425,1,0.0223272251933823,0.260703536961787,0.262575452716298,0.632738337989604
7,48,48.7,2,0,0,0,0,0,0,0,1,0,0,"Office",0,0,0,0,12.6734,0.237802735396426,0.000396720464370425,1,0.0223272251933823,0.260703536961787,0.262575452716298,0.632738337989604
8,48,48.8,2,0,0,0,0,0,0,1,0,0,1,"Mixed",0,0,0,0,12.4225,0.237802735396426,0.000396720464370425,1,0.0223272251933823,0.260703536961787,0.262575452716298,0.632738337989604
9,48,48.9,2,0,0,0,0,1,0,0,0,0,1,"Institutional",0,239.230769228991,0,1830.00247987572,15.1126,0.237802735396426,0.000396720464370425,1,0.0223272251933823,0.260703536961787,0.262575452716298,0.632738337989604
10,48,49,2,0,0,0,0,0,0,0,0,1,1,"Special",0,0,0,0,11.3858,0.237802735396426,0.000396720464370425,1,0.0223272251933823,0.260703536961787,0.262575452716298,0.632738337989604
1,49,49.1,1,0,0,0,0,0,0,0,0,0,0,"Residential",648,0,1362.39044504956,0,16.4086,0.289215475810574,1.00000000000134,1.00000000000134,0.0384615207426549,0.311171627937652,0.376136363636364,0.629862701181471
2,49,49.2,1,1,0,0,0,0,0,0,0,0,0,"Residential",0,0,0,0,8.46615,0.289215475810574,1.00000000000134,1.00000000000134,0.0384615207426549,0.311171627937652,0.376136363636364,0.629862701181471
3,49,49.3,1,0,1,1,0,0,0,0,0,0,0,"Residential",0,0,0,0,5.55923,0.289215475810574,1.00000000000134,1.00000000000134,0.0384615207426549,0.311171627937652,0.376136363636364,0.629862701181471
4,49,49.4,2,0,0,0,1,0,0,0,0,0,0,"Industrial",0,60.9000000190529,0,50.7500001761812,11.206,0.289215475810574,1.00000000000134,1.00000000000134,0.0384615207426549,0.311171627937652,0.376136363636364,0.629862701181471
5,49,49.5,2,0,0,0,0,0,0,0,0,0,0,"Commercial",0,0,0,11.7244682448508,13.1772,0.289215475810574,1.00000000000134,1.00000000000134,0.0384615207426549,0.311171627937652,0.376136363636364,0.629862701181471
6,49,49.6,2,0,0,0,0,0,1,0,0,0,0,"Lodging",0,20.3000000070815,0,50.9089235839268,15.2558,0.289215475810574,1.00000000000134,1.00000000000134,0.0384615207426549,0.311171627937652,0.376136363636364,0.629862701181471
7,49,49.7,2,0,0,0,0,0,0,0,1,0,0,"Office",0,0,0,0,12.686,0.289215475810574,1.00000000000134,1.00000000000134,0.0384615207426549,0.311171627937652,0.376136363636364,0.629862701181471
8,49,49.8,2,0,0,0,0,0,0,1,0,0,1,"Mixed",0,0,0,0,12.4534,0.289215475810574,1.00000000000134,1.00000000000134,0.0384615207426549,0.311171627937652,0.376136363636364,0.629862701181471
9,49,49.9,2,0,0,0,0,1,0,0,0,0,1,"Institutional",0,121.799999973866,0,724.840077611178,15.0814,0.289215475810574,1.00000000000134,1.00000000000134,0.0384615207426549,0.311171627937652,0.376136363636364,0.629862701181471
10,49,50,2,0,0,0,0,0,0,0,0,1,1,"Special",0,0,0,0,11.3685,0.289215475810574,1.00000000000134,1.00000000000134,0.0384615207426549,0.311171627937652,0.376136363636364,0.629862701181471
1,50,50.1,1,0,0,0,0,0,0,0,0,0,0,"Residential",105.950394588501,0,444.623357442887,0,15.9742,0.10039007474803,0,0.315507741174121,0,0.257491242569108,0.235576923076923,0.669375503169698
2,50,50.2,1,1,0,0,0,0,0,0,0,0,0,"Residential",0.777903043968433,0,3.26448867432369,0,7.62144,0.10039007474803,0,0.315507741174121,0,0.257491242569108,0.235576923076923,0.669375503169698
3,50,50.3,1,0,1,1,0,0,0,0,0,0,0,"Residential",31.271702367531,0,131.232444707812,0,4.43484,0.10039007474803,0,0.315507741174121,0,0.257491242569108,0.235576923076923,0.669375503169698
4,50,50.4,2,0,0,0,1,0,0,0,0,0,0,"Industrial",0,1.99999999999964,0,4.16666666666931,11.1939,0.10039007474803,0,0.315507741174121,0,0.257491242569108,0.235576923076923,0.669375503169698
5,50,50.5,2,0,0,0,0,0,0,0,0,0,0,"Commercial",0,0,0,0,13.1227,0.10039007474803,0,0.315507741174121,0,0.257491242569108,0.235576923076923,0.669375503169698
6,50,50.6,2,0,0,0,0,0,1,0,0,0,0,"Lodging",0,0,0,0,15.3599,0.10039007474803,0,0.315507741174121,0,0.257491242569108,0.235576923076923,0.669375503169698
7,50,50.7,2,0,0,0,0,0,0,0,1,0,0,"Office",0,0,0,0,12.7296,0.10039007474803,0,0.315507741174121,0,0.257491242569108,0.235576923076923,0.669375503169698
8,50,50.8,2,0,0,0,0,0,0,1,0,0,1,"Mixed",0,23.0000000000004,0,20.8333333333307,12.4762,0.10039007474803,0,0.315507741174121,0,0.257491242569108,0.235576923076923,0.669375503169698
9,50,50.9,2,0,0,0,0,1,0,0,0,0,1,"Institutional",0,0,0,0,15.1867,0.10039007474803,0,0.315507741174121,0,0.257491242569108,0.235576923076923,0.669375503169698
10,50,51,2,0,0,0,0,0,0,0,0,1,1,"Special",0,0,0,0,11.4153,0.10039007474803,0,0.315507741174121,0,0.257491242569108,0.235576923076923,0.669375503169698
1,51,51.1,1,0,0,0,0,0,0,0,0,0,0,"Residential",131.677419354839,0,338.044394513114,0,15.8154,0.224041452482859,0.0010648291093002,0,0,0.203011890520387,0.0123456790123457,0.469404429908294
2,51,51.2,1,1,0,0,0,0,0,0,0,0,0,"Residential",0,0,0,0,7.51635,0.224041452482859,0.0010648291093002,0,0,0.203011890520387,0.0123456790123457,0.469404429908294
3,51,51.3,1,0,1,1,0,0,0,0,0,0,0,"Residential",258.322580645161,0,663.169894968402,0,4.30136,0.224041452482859,0.0010648291093002,0,0,0.203011890520387,0.0123456790123457,0.469404429908294
4,51,51.4,2,0,0,0,1,0,0,0,0,0,0,"Industrial",0,155.999999999979,0,930.450047624093,11.1949,0.224041452482859,0.0010648291093002,0,0,0.203011890520387,0.0123456790123457,0.469404429908294
5,51,51.5,2,0,0,0,0,0,0,0,0,0,0,"Commercial",0,17.0000000000075,0,412.33608554908,13.1286,0.224041452482859,0.0010648291093002,0,0,0.203011890520387,0.0123456790123457,0.469404429908294
6,51,51.6,2,0,0,0,0,0,1,0,0,0,0,"Lodging",0,0,0,550.257009262528,15.263,0.224041452482859,0.0010648291093002,0,0,0.203011890520387,0.0123456790123457,0.469404429908294
7,51,51.7,2,0,0,0,0,0,0,0,1,0,0,"Office",0,2.00000000000039,0,196.352382706512,12.6788,0.224041452482859,0.0010648291093002,0,0,0.203011890520387,0.0123456790123457,0.469404429908294
8,51,51.8,2,0,0,0,0,0,0,1,0,0,1,"Mixed",0,77.0000000000105,0,26.7165354412135,12.4389,0.224041452482859,0.0010648291093002,0,0,0.203011890520387,0.0123456790123457,0.469404429908294
9,51,51.9,2,0,0,0,0,1,0,0,0,0,1,"Institutional",0,9.00000000000314,0,1221.60806238242,15.0914,0.224041452482859,0.0010648291093002,0,0,0.203011890520387,0.0123456790123457,0.469404429908294
10,51,52,2,0,0,0,0,0,0,0,0,1,1,"Special",0,0,0,0,11.3745,0.224041452482859,0.0010648291093002,0,0,0.203011890520387,0.0123456790123457,0.469404429908294
1,52,52.1,1,0,0,0,0,0,0,0,0,0,0,"Residential",273.103575832306,0,655.734000667931,0,15.9146,0.195687837945421,0.127159203239817,0,0,0.184267771574318,0.00968523002421307,0.461543031167707
2,52,52.2,1,1,0,0,0,0,0,0,0,0,0,"Residential",11.4364981504316,0,27.4595477666638,0,7.73704,0.195687837945421,0.127159203239817,0,0,0.184267771574318,0.00968523002421307,0.461543031167707
3,52,52.3,1,0,1,1,0,0,0,0,0,0,0,"Residential",86.4599260172626,0,207.594181115978,0,4.54775,0.195687837945421,0.127159203239817,0,0,0.184267771574318,0.00968523002421307,0.461543031167707
4,52,52.4,2,0,0,0,1,0,0,0,0,0,0,"Industrial",0,0.999999999999998,0,128.067485814992,11.1797,0.195687837945421,0.127159203239817,0,0,0.184267771574318,0.00968523002421307,0.461543031167707
5,52,52.5,2,0,0,0,0,0,0,0,0,0,0,"Commercial",0,0,0,130.381973908428,13.0587,0.195687837945421,0.127159203239817,0,0,0.184267771574318,0.00968523002421307,0.461543031167707
6,52,52.6,2,0,0,0,0,0,1,0,0,0,0,"Lodging",0,0,0,18.3451631153172,15.2889,0.195687837945421,0.127159203239817,0,0,0.184267771574318,0.00968523002421307,0.461543031167707
7,52,52.7,2,0,0,0,0,0,0,0,1,0,0,"Office",0,0,0,0,12.6779,0.195687837945421,0.127159203239817,0,0,0.184267771574318,0.00968523002421307,0.461543031167707
8,52,52.8,2,0,0,0,0,0,0,1,0,0,1,"Mixed",0,73,0,57.9130434785836,12.4258,0.195687837945421,0.127159203239817,0,0,0.184267771574318,0.00968523002421307,0.461543031167707
9,52,52.9,2,0,0,0,0,1,0,0,0,0,1,"Institutional",0,0,0,29.3858505945206,15.1211,0.195687837945421,0.127159203239817,0,0,0.184267771574318,0.00968523002421307,0.461543031167707
10,52,53,2,0,0,0,0,0,0,0,0,1,1,"Special",0,0,0,0,11.3893,0.195687837945421,0.127159203239817,0,0,0.184267771574318,0.00968523002421307,0.461543031167707
1,53,53.1,1,0,0,0,0,0,0,0,0,0,0,"Residential",139.12823674476,0,397.753419730582,0,15.8644,0.195687838409939,0.652600684594413,0,0,0.20551227409062,0.0100502512562814,0.471146624592949
2,53,53.2,1,1,0,0,0,0,0,0,0,0,0,"Residential",5.82614056720099,0,16.6563408597396,0,7.68668,0.195687838409939,0.652600684594413,0,0,0.20551227409062,0.0100502512562814,0.471146624592949
3,53,53.3,1,0,1,1,0,0,0,0,0,0,0,"Residential",44.0456226880395,0,125.921936899632,0,4.49752,0.195687838409939,0.652600684594413,0,0,0.20551227409062,0.0100502512562814,0.471146624592949
4,53,53.4,2,0,0,0,1,0,0,0,0,0,0,"Industrial",0,0,0,0,11.2031,0.195687838409939,0.652600684594413,0,0,0.20551227409062,0.0100502512562814,0.471146624592949
5,53,53.5,2,0,0,0,0,0,0,0,0,0,0,"Commercial",0,0,0,0,13.162,0.195687838409939,0.652600684594413,0,0,0.20551227409062,0.0100502512562814,0.471146624592949
6,53,53.6,2,0,0,0,0,0,1,0,0,0,0,"Lodging",0,0,0,0,15.3197,0.195687838409939,0.652600684594413,0,0,0.20551227409062,0.0100502512562814,0.471146624592949
7,53,53.7,2,0,0,0,0,0,0,0,1,0,0,"Office",0,0,0,0,12.7188,0.195687838409939,0.652600684594413,0,0,0.20551227409062,0.0100502512562814,0.471146624592949
8,53,53.8,2,0,0,0,0,0,0,1,0,0,1,"Mixed",0,14,0,14,12.4751,0.195687838409939,0.652600684594413,0,0,0.20551227409062,0.0100502512562814,0.471146624592949
9,53,53.9,2,0,0,0,0,1,0,0,0,0,1,"Institutional",0,0,0,0,15.1471,0.195687838409939,0.652600684594413,0,0,0.20551227409062,0.0100502512562814,0.471146624592949
10,53,54,2,0,0,0,0,0,0,0,0,1,1,"Special",0,0,0,0,11.3963,0.195687838409939,0.652600684594413,0,0,0.20551227409062,0.0100502512562814,0.471146624592949
1,54,54.1,1,0,0,0,0,0,0,0,0,0,0,"Residential",547.827856025039,0,1284.06136545339,0,16.1586,0.221986000043404,0.194103568890569,0.277776258634308,0,0.207036828940933,0.0692076228686058,0.46632700279057
2,54,54.2,1,1,0,0,0,0,0,0,0,0,0,"Residential",0,0,0,0,8.03238,0.221986000043404,0.194103568890569,0.277776258634308,0,0.207036828940933,0.0692076228686058,0.46632700279057
3,54,54.3,1,0,1,1,0,0,0,0,0,0,0,"Residential",218.172143974961,0,511.376736351239,0,4.86138,0.221986000043404,0.194103568890569,0.277776258634308,0,0.207036828940933,0.0692076228686058,0.46632700279057
4,54,54.4,2,0,0,0,1,0,0,0,0,0,0,"Industrial",0,4.99999999999993,0,89.1417025461408,11.1955,0.221986000043404,0.194103568890569,0.277776258634308,0,0.207036828940933,0.0692076228686058,0.46632700279057
5,54,54.5,2,0,0,0,0,0,0,0,0,0,0,"Commercial",0,3.99999999999997,0,160.541774995706,13.1274,0.221986000043404,0.194103568890569,0.277776258634308,0,0.207036828940933,0.0692076228686058,0.46632700279057
6,54,54.6,2,0,0,0,0,0,1,0,0,0,0,"Lodging",0,0,0,162.313990968688,15.3427,0.221986000043404,0.194103568890569,0.277776258634308,0,0.207036828940933,0.0692076228686058,0.46632700279057
7,54,54.7,2,0,0,0,0,0,0,0,1,0,0,"Office",0,0,0,0,12.7255,0.221986000043404,0.194103568890569,0.277776258634308,0,0.207036828940933,0.0692076228686058,0.46632700279057
8,54,54.8,2,0,0,0,0,0,0,1,0,0,1,"Mixed",0,216.999999999999,0,168.000000001095,12.4738,0.221986000043404,0.194103568890569,0.277776258634308,0,0.207036828940933,0.0692076228686058,0.46632700279057
9,54,54.9,2,0,0,0,0,1,0,0,0,0,1,"Institutional",0,14.0000000000008,0,279.678136603413,15.1728,0.221986000043404,0.194103568890569,0.277776258634308,0,0.207036828940933,0.0692076228686058,0.46632700279057
10,54,55,2,0,0,0,0,0,0,0,0,1,1,"Special",0,0,0,0,11.4083,0.221986000043404,0.194103568890569,0.277776258634308,0,0.207036828940933,0.0692076228686058,0.46632700279057
1,55,55.1,1,0,0,0,0,0,0,0,0,0,0,"Residential",209.429657794677,0,433.575552296684,0,16.281,0.241850516180372,0.0359543194584082,0,0,0.169492151744434,0.00519480519480519,0.483730703382635
2,55,55.2,1,1,0,0,0,0,0,0,0,0,0,"Residential",41.3688212927757,0,85.6445535400858,0,7.92774,0.241850516180372,0.0359543194584082,0,0,0.169492151744434,0.00519480519480519,0.483730703382635
3,55,55.3,1,0,1,1,0,0,0,0,0,0,0,"Residential",157.201520912548,0,325.449303452326,0,4.73191,0.241850516180372,0.0359543194584082,0,0,0.169492151744434,0.00519480519480519,0.483730703382635
4,55,55.4,2,0,0,0,1,0,0,0,0,0,0,"Industrial",0,32.9999999999941,0,124.107557576747,11.1947,0.241850516180372,0.0359543194584082,0,0,0.169492151744434,0.00519480519480519,0.483730703382635
5,55,55.5,2,0,0,0,0,0,0,0,0,0,0,"Commercial",0,30.0000000000021,0,742.477619491945,13.1235,0.241850516180372,0.0359543194584082,0,0,0.169492151744434,0.00519480519480519,0.483730703382635
6,55,55.6,2,0,0,0,0,0,1,0,0,0,0,"Lodging",0,0,0,78.9743357102368,15.2859,0.241850516180372,0.0359543194584082,0,0,0.169492151744434,0.00519480519480519,0.483730703382635
7,55,55.7,2,0,0,0,0,0,0,0,1,0,0,"Office",0,0,0,18.5253461165371,12.6954,0.241850516180372,0.0359543194584082,0,0,0.169492151744434,0.00519480519480519,0.483730703382635
8,55,55.8,2,0,0,0,0,0,0,1,0,0,1,"Mixed",0,193.000000000004,0,58.2833333393446,12.4504,0.241850516180372,0.0359543194584082,0,0,0.169492151744434,0.00519480519480519,0.483730703382635
9,55,55.9,2,0,0,0,0,1,0,0,0,0,1,"Institutional",0,13,0,230.033928984111,15.1186,0.241850516180372,0.0359543194584082,0,0,0.169492151744434,0.00519480519480519,0.483730703382635
10,55,56,2,0,0,0,0,0,0,0,0,1,1,"Special",0,0,0,0,11.385,0.241850516180372,0.0359543194584082,0,0,0.169492151744434,0.00519480519480519,0.483730703382635
1,56,56.1,1,0,0,0,0,0,0,0,0,0,0,"Residential",400.30858346319,0,591.627278684488,0,16.4816,0.358148144951585,0.167053865521262,0.34144811374995,0.00203106452087648,0.141460183811238,0.00227272727272727,0.489191867881655
2,56,56.2,1,1,0,0,0,0,0,0,0,0,0,"Residential",15.5466156766945,0,22.9767791786612,0,8.13013,0.358148144951585,0.167053865521262,0.34144811374995,0.00203106452087648,0.141460183811238,0.00227272727272727,0.489191867881655
3,56,56.3,1,0,1,1,0,0,0,0,0,0,0,"Residential",30.1448008601155,0,44.5518463408015,0,4.90079,0.358148144951585,0.167053865521262,0.34144811374995,0.00203106452087648,0.141460183811238,0.00227272727272727,0.489191867881655
4,56,56.4,2,0,0,0,1,0,0,0,0,0,0,"Industrial",0,6.99999999999785,0,0,11.1635,0.358148144951585,0.167053865521262,0.34144811374995,0.00203106452087648,0.141460183811238,0.00227272727272727,0.489191867881655
5,56,56.5,2,0,0,0,0,0,0,0,0,0,0,"Commercial",0,215.000000000115,0,2758.13458464286,12.9807,0.358148144951585,0.167053865521262,0.34144811374995,0.00203106452087648,0.141460183811238,0.00227272727272727,0.489191867881655
6,56,56.6,2,0,0,0,0,0,1,0,0,0,0,"Lodging",0,0,0,0,15.1415,0.358148144951585,0.167053865521262,0.34144811374995,0.00203106452087648,0.141460183811238,0.00227272727272727,0.489191867881655
7,56,56.7,2,0,0,0,0,0,0,0,1,0,0,"Office",0,34.9999999999843,0,143.019495869264,12.5864,0.358148144951585,0.167053865521262,0.34144811374995,0.00203106452087648,0.141460183811238,0.00227272727272727,0.489191867881655
8,56,56.8,2,0,0,0,0,0,0,1,0,0,1,"Mixed",0,81.0000000000231,0,46.9040247645077,12.3429,0.358148144951585,0.167053865521262,0.34144811374995,0.00203106452087648,0.141460183811238,0.00227272727272727,0.489191867881655
9,56,56.9,2,0,0,0,0,1,0,0,0,0,1,"Institutional",0,166.99999999988,0,4440.16542295737,14.984,0.358148144951585,0.167053865521262,0.34144811374995,0.00203106452087648,0.141460183811238,0.00227272727272727,0.489191867881655
10,56,57,2,0,0,0,0,0,0,0,0,1,1,"Special",0,0,0,0,11.3362,0.358148144951585,0.167053865521262,0.34144811374995,0.00203106452087648,0.141460183811238,0.00227272727272727,0.489191867881655
1,57,57.1,1,0,0,0,0,0,0,0,0,0,0,"Residential",199.67680608365,0,330.636845988603,0,16.5444,0.31157944362185,0.00330701245798855,0.281465830298333,0,0.191565867926564,0.0154440154440154,0.510743169273841
2,57,57.2,1,1,0,0,0,0,0,0,0,0,0,"Residential",39.4423320659062,0,65.3109819236746,0,8.19841,0.31157944362185,0.00330701245798855,0.281465830298333,0,0.191565867926564,0.0154440154440154,0.510743169273841
3,57,57.3,1,0,1,1,0,0,0,0,0,0,0,"Residential",149.880861850444,0,248.181731309964,0,5.02319,0.31157944362185,0.00330701245798855,0.281465830298333,0,0.191565867926564,0.0154440154440154,0.510743169273841
4,57,57.4,2,0,0,0,1,0,0,0,0,0,0,"Industrial",0,16.9999999999949,0,114.615586032352,11.1871,0.31157944362185,0.00330701245798855,0.281465830298333,0,0.191565867926564,0.0154440154440154,0.510743169273841
5,57,57.5,2,0,0,0,0,0,0,0,0,0,0,"Commercial",0,15.0000000000016,0,313.895839137441,13.0874,0.31157944362185,0.00330701245798855,0.281465830298333,0,0.191565867926564,0.0154440154440154,0.510743169273841
6,57,57.6,2,0,0,0,0,0,1,0,0,0,0,"Lodging",0,0,0,0,15.0556,0.31157944362185,0.00330701245798855,0.281465830298333,0,0.191565867926564,0.0154440154440154,0.510743169273841
7,57,57.7,2,0,0,0,0,0,0,0,1,0,0,"Office",0,51.0000000000038,0,455.816262755449,12.5772,0.31157944362185,0.00330701245798855,0.281465830298333,0,0.191565867926564,0.0154440154440154,0.510743169273841
8,57,57.8,2,0,0,0,0,0,0,1,0,0,1,"Mixed",0,88.9999999999996,0,96.1111111111243,12.3553,0.31157944362185,0.00330701245798855,0.281465830298333,0,0.191565867926564,0.0154440154440154,0.510743169273841
9,57,57.9,2,0,0,0,0,1,0,0,0,0,1,"Institutional",0,1.00000000000009,0,228.996377323493,14.901,0.31157944362185,0.00330701245798855,0.281465830298333,0,0.191565867926564,0.0154440154440154,0.510743169273841
10,57,58,2,0,0,0,0,0,0,0,0,1,1,"Special",0,0,0,0,11.299,0.31157944362185,0.00330701245798855,0.281465830298333,0,0.191565867926564,0.0154440154440154,0.510743169273841
1,58,58.1,1,0,0,0,0,0,0,0,0,0,0,"Residential",546.379362670713,0,1022.71278778131,0,16.7605,0.390660674421292,0.186783364241288,0.845848663903043,0,0.209001249539762,0.081858407079646,0.497300733142757
2,58,58.2,1,1,0,0,0,0,0,0,0,0,0,"Residential",76.5402124430956,0,143.267955184881,0,8.59814,0.390660674421292,0.186783364241288,0.845848663903043,0,0.209001249539762,0.081858407079646,0.497300733142757
3,58,58.3,1,0,1,1,0,0,0,0,0,0,0,"Residential",153.080424886191,0,286.535910369763,0,5.45782,0.390660674421292,0.186783364241288,0.845848663903043,0,0.209001249539762,0.081858407079646,0.497300733142757
4,58,58.4,2,0,0,0,1,0,0,0,0,0,0,"Industrial",0,12.0000000000003,0,433.393467071577,11.1789,0.390660674421292,0.186783364241288,0.845848663903043,0,0.209001249539762,0.081858407079646,0.497300733142757
5,58,58.5,2,0,0,0,0,0,0,0,0,0,0,"Commercial",0,24.0000000000004,0,248.628205565637,13.0508,0.390660674421292,0.186783364241288,0.845848663903043,0,0.209001249539762,0.081858407079646,0.497300733142757
6,58,58.6,2,0,0,0,0,0,1,0,0,0,0,"Lodging",0,0,0,0,15.2889,0.390660674421292,0.186783364241288,0.845848663903043,0,0.209001249539762,0.081858407079646,0.497300733142757
7,58,58.7,2,0,0,0,0,0,0,0,1,0,0,"Office",0,64.0000000000001,0,742.951885663586,12.6818,0.390660674421292,0.186783364241288,0.845848663903043,0,0.209001249539762,0.081858407079646,0.497300733142757
8,58,58.8,2,0,0,0,0,0,0,1,0,0,1,"Mixed",0,226.000000000003,0,252.428571436351,12.4273,0.390660674421292,0.186783364241288,0.845848663903043,0,0.209001249539762,0.081858407079646,0.497300733142757
9,58,58.9,2,0,0,0,0,1,0,0,0,0,1,"Institutional",0,417.999999999996,0,3214.66922698106,15.1257,0.390660674421292,0.186783364241288,0.845848663903043,0,0.209001249539762,0.081858407079646,0.497300733142757
10,58,59,2,0,0,0,0,0,0,0,0,1,1,"Special",0,0,0,0,11.3906,0.390660674421292,0.186783364241288,0.845848663903043,0,0.209001249539762,0.081858407079646,0.497300733142757
1,59,59.1,1,0,0,0,0,0,0,0,0,0,0,"Residential",284.287769784173,0,509.058581419224,0,17.3191,0.257389171140159,0.00155664876419688,1,0.0272211748605987,0.199911790304573,0.0535714285714286,0.472598744668662
2,59,59.2,1,1,0,0,0,0,0,0,0,0,0,"Residential",14.0863309352518,0,25.2236234036552,0,9.02665,0.257389171140159,0.00155664876419688,1,0.0272211748605987,0.199911790304573,0.0535714285714286,0.472598744668662
3,59,59.3,1,0,1,1,0,0,0,0,0,0,0,"Residential",57.6258992805755,0,103.187550287681,0,5.86918,0.257389171140159,0.00155664876419688,1,0.0272211748605987,0.199911790304573,0.0535714285714286,0.472598744668662
4,59,59.4,2,0,0,0,1,0,0,0,0,0,0,"Industrial",0,0,0,0,11.3827,0.257389171140159,0.00155664876419688,1,0.0272211748605987,0.199911790304573,0.0535714285714286,0.472598744668662
5,59,59.5,2,0,0,0,0,0,0,0,0,0,0,"Commercial",0,0,0,40.3519682349883,13.7757,0.257389171140159,0.00155664876419688,1,0.0272211748605987,0.199911790304573,0.0535714285714286,0.472598744668662
6,59,59.6,2,0,0,0,0,0,1,0,0,0,0,"Lodging",0,10,0,166.122970035256,15.8708,0.257389171140159,0.00155664876419688,1,0.0272211748605987,0.199911790304573,0.0535714285714286,0.472598744668662
7,59,59.7,2,0,0,0,0,0,0,0,1,0,0,"Office",0,0,0,71.4970952721338,13.188,0.257389171140159,0.00155664876419688,1,0.0272211748605987,0.199911790304573,0.0535714285714286,0.472598744668662
8,59,59.8,2,0,0,0,0,0,0,1,0,0,1,"Mixed",0,229,0,117.88636363624,12.9519,0.257389171140159,0.00155664876419688,1,0.0272211748605987,0.199911790304573,0.0535714285714286,0.472598744668662
9,59,59.9,2,0,0,0,0,1,0,0,0,0,1,"Institutional",0,8,0,5837.27379574471,15.6788,0.257389171140159,0.00155664876419688,1,0.0272211748605987,0.199911790304573,0.0535714285714286,0.472598744668662
10,59,60,2,0,0,0,0,0,0,0,0,1,1,"Special",0,0,0,0,11.6379,0.257389171140159,0.00155664876419688,1,0.0272211748605987,0.199911790304573,0.0535714285714286,0.472598744668662
1,60,60.1,1,0,0,0,0,0,0,0,0,0,0,"Residential",21.5754385964912,0,72.6447075703554,0,17.583,0.62737123464602,1,1,0.802652727302946,0.119699809415944,0,0.495153413953889
2,60,60.2,1,1,0,0,0,0,0,0,0,0,0,"Residential",3.01754385964912,0,10.1600989608889,0,9.18535,0.62737123464602,1,1,0.802652727302946,0.119699809415944,0,0.495153413953889
3,60,60.3,1,0,1,1,0,0,0,0,0,0,0,"Residential",18.4070175438596,0,61.9766036614221,0,5.93803,0.62737123464602,1,1,0.802652727302946,0.119699809415944,0,0.495153413953889
4,60,60.4,2,0,0,0,1,0,0,0,0,0,0,"Industrial",0,69.9999999999998,0,177.212789957365,11.4141,0.62737123464602,1,1,0.802652727302946,0.119699809415944,0,0.495153413953889
5,60,60.5,2,0,0,0,0,0,0,0,0,0,0,"Commercial",0,0,0,0,13.8546,0.62737123464602,1,1,0.802652727302946,0.119699809415944,0,0.495153413953889
6,60,60.6,2,0,0,0,0,0,1,0,0,0,0,"Lodging",0,0,0,0,16.0155,0.62737123464602,1,1,0.802652727302946,0.119699809415944,0,0.495153413953889
7,60,60.7,2,0,0,0,0,0,0,0,1,0,0,"Office",0,0,0,0,13.3031,0.62737123464602,1,1,0.802652727302946,0.119699809415944,0,0.495153413953889
8,60,60.8,2,0,0,0,0,0,0,1,0,0,1,"Mixed",0,208,0,279,13.055,0.62737123464602,1,1,0.802652727302946,0.119699809415944,0,0.495153413953889
9,60,60.9,2,0,0,0,0,1,0,0,0,0,1,"Institutional",0,1.00000000000001,0,155.083631268586,15.8264,0.62737123464602,1,1,0.802652727302946,0.119699809415944,0,0.495153413953889
10,60,61,2,0,0,0,0,0,0,0,0,1,1,"Special",0,0,0,0,11.7193,0.62737123464602,1,1,0.802652727302946,0.119699809415944,0,0.495153413953889
1,61,61.1,1,0,0,0,0,0,0,0,0,0,0,"Residential",340.776965265082,0,444.187128262987,0,17.2815,0.355473390735598,1,1,0.305001489799934,0.162144186597712,0.00378071833648393,0.504854724794592
2,61,61.2,1,1,0,0,0,0,0,0,0,0,0,"Residential",698.062157221207,0,909.891972081966,0,8.79039,0.355473390735598,1,1,0.305001489799934,0.162144186597712,0.00378071833648393,0.504854724794592
3,61,61.3,1,0,1,1,0,0,0,0,0,0,0,"Residential",251.160877513711,0,327.376672387599,0,5.54965,0.355473390735598,1,1,0.305001489799934,0.162144186597712,0.00378071833648393,0.504854724794592
4,61,61.4,2,0,0,0,1,0,0,0,0,0,0,"Industrial",0,15.0000000000002,0,557.100642217422,11.18,0.355473390735598,1,1,0.305001489799934,0.162144186597712,0.00378071833648393,0.504854724794592
5,61,61.5,2,0,0,0,0,0,0,0,0,0,0,"Commercial",0,689.999999999986,0,6588.59093231712,13.0491,0.355473390735598,1,1,0.305001489799934,0.162144186597712,0.00378071833648393,0.504854724794592
